pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,Genre,releaseYear
189,Darius Rucker,spotify:track:3tazOOwYppkJegTxDq6HIT,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,Need You More,spotify:album:3BPFGj3IQg8p2RxtUoh8Zv,210906,Southern Style,country,2014.0
38,James Taylor,spotify:track:3CaWqmMXy60SKwLGAIRBAW,spotify:artist:0vn7UBvSQECKJm2817Yf1P,Something In The Way She Moves - Live at the Colonial Theatre,spotify:album:4U3bNFBlRpKYnwqQ25ZT4T,227773,One Man Band,"folk rock, soft rock, singer-songwriter",2007.0
76,Miles Davis,spotify:track:7seafSAoX3q3WSnllk0nvI,spotify:artist:0kbYTNQb4Pb1rPbbaF0pT4,Rocker - Digitally Remastered 98,spotify:album:2vm2b8COVMLIoHqB58iN4w,186666,The Complete Birth Of The Cool,"jazz, cool jazz, hard bop, bebop, jazz fusion, jazz blues, free jazz",1957.0
205,Shinedown,spotify:track:2le5xHvcWF8PDp608d4L8D,spotify:artist:70BYFdaZbEKbeauJ670ysI,How Did You Love,spotify:album:7969zwJB8p021EBcCUjsv9,187626,Threat To Survival,"post-grunge, alternative metal, rock, acoustic rock",2015.0
19,Rebelution,spotify:track:4GOThCLUMQiqye7ejz2eyh,spotify:artist:2WjvvwAX0mdWwq3aFuUdtc,Dubzilla,spotify:album:4lH4EH0Iwx6X9S3xxZ9TZy,135366,Bright Side of Life,"reggae, reggae rock, roots reggae",2009.0
33,Ennio Morricone,spotify:track:16EZiBVF7lURPEqdCoLMNJ,spotify:artist:1nIUhcKHnK6iyumRyoV68C,Guarani,spotify:album:2fOlcWrSR032MxwMCQe9LA,236640,The Mission: Music From The Motion Picture,soundtrack,1986.0
69,BLACKPINK,spotify:track:6Fcoih4yHMyXLzDcTeVUgn,spotify:artist:41MozSoPIsD1dJM0CLPjZF,STAY - Japanese Version,spotify:album:6vl7a0PooHBuDRLrtNeUL0,231293,BLACKPINK,k-pop,
67,Elvis Presley,spotify:track:5aZs9CepW7eVKORVARLhmN,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,"You Don't Have To Say You Love Me - The Afternoon Show, 2012 Mix",spotify:album:1GX2nOfzF9HpmuikfC7BrQ,126840,Prince From Another Planet (Live),"rockabilly, rock and roll",2012.0
86,Iration,spotify:track:21AiTURrcKt1MX8e7M1N1f,spotify:artist:0q9lPhJHW5R9J7RXIJRbTk,All Night,spotify:album:2lbK20CdHKSigimFd57xtb,203373,New Roots,"reggae rock, reggae, roots reggae",2006.0
4,Stone Temple Pilots,spotify:track:3JwAtICRiXpxfHKsbHEjem,spotify:artist:2UazAtjfzqBF0Nho2awK4z,Sin,spotify:album:7k1YOwYf369EX0aHeXApWp,365066,Core,"grunge, alternative rock, post-grunge, rock",1992.0
4,El Fantasma,spotify:track:1siA7Q09zh8343AOeTwwya,spotify:artist:0my6Pg4I28dVcZLSpAkqhv,Jaimito Leyva (En Vivo),spotify:album:7hSOI05Up4wk55uqcLrpaZ,153380,En Vivo Desde Badiraguato,"corrido, banda, norteño, corridos bélicos, sierreño, música mexicana, corridos tumbados",2016.0
3,Eric Clapton,spotify:track:2lTJk0gwd3dHK0sjCtuyFM,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,"Stars, Strays And Ashtrays",spotify:album:0GBrlPh90D25SQ6EJu4VtT,279120,Slowhand 35th Anniversary,"blues, blues rock, classic rock",1977.0
63,Aerosmith,spotify:track:1nDZsIWv1yFRCRk7FGV6yA,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Love Me Two Times - Air America/Soundtrack Version,spotify:album:5DS04MgiAZ1dI2jWUpDuGd,195240,Young Lust: The Aerosmith Anthology,"classic rock, rock",
221,Ryan Bingham,spotify:track:0QOdIKSM3DIC3SBd0HbtM3,spotify:artist:31z9f9AyPawiq0qlBO1M3i,Roadhouse Blues,spotify:album:2oLZMqHgX8H047wkXl23yC,208733,Roadhouse Sun,"red dirt, texas country, alt country, americana, country",2009.0
46,Carlos Vives,spotify:track:04sYKP7GOugq7Xv5qusZK7,spotify:artist:4vhNDa5ycK0ST968ek7kRr,La Piragua,spotify:album:19gvzhM4RmKYbqpcfcijqm,265480,El Amor de Mi Tierra,"colombian pop, vallenato, latin, latin pop",1999.0
43,Vybz Kartel,spotify:track:4ieeTkl6LDRoVMCrnquN8K,spotify:artist:2NUz5P42WqkxilbI8ocN76,Party Me Say (Me Nice),spotify:album:3T72sginBnMBMCIp5gPsWB,212550,Mentally Free,"dancehall, soca, ragga, riddim, reggae",
159,Waylon Jennings,spotify:track:2beBsPKiCWygRLyQ0SpTxu,spotify:artist:7wCjDgV6nqBsHguQXPAaIM,Theme From The Dukes of Hazzard (Good Ol' Boys) - Live,spotify:album:6hzDWYKmURESF1TbhRz4Jw,159920,"Live At The US Festival, 1983","country, honky tonk, traditional country",2012.0
110,John Mark McMillan,spotify:track:4LoCjvZzqQZtcB0PFQFIyt,spotify:artist:0T1KC0OHfbRO0O5bNH2tek,Holy Ghost - Live,spotify:album:0a2e0S43OOs4xySlchA125,156506,Live At The Knight,"christian alternative rock, christian folk, worship, christian",2015.0
72,Zhané,spotify:track:4T3JWspsZEcv0Eng3vPx91,spotify:artist:6cjSmkVvMvyE6tCAo1M9Is,Request Line,spotify:album:2fFaJkPRX4732laSGhlhNq,236000,Saturday Night,new jack swing,1997.0
7,The Roots,spotify:track:4PIfVDOFSRh3jmcl2UhREg,spotify:artist:78xUyw6FkVZrRAtziFdtdu,Push Up Ya Lighter,spotify:album:4hkERQVrmM9JQ9g2eie2tL,276133,Illadelph Halflife,"east coast hip hop, hip hop, jazz rap",1996.0
89,Shania Twain,spotify:track:2sbP8mQrlXHowxSzTY0DeD,spotify:artist:5e4Dhzv426EvQe3aDb64jL,Juanita,spotify:album:19y6fI4VdbDlLVtACuvcdm,230066,Up!,country,2002.0
138,2NE1,spotify:track:65UOmhzHI1X3XQ5UJmlRDe,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,Clap Your Hands (박수쳐),spotify:album:06OmG4w99ODgvopIqunr52,222426,To Anyone,k-pop,2010.0
24,LL Cool J,spotify:track:0KoTW4ztXDSLdHj9cAJEvy,spotify:artist:1P8IfcNKwrkQP5xJWuhaOC,I Shot Ya,spotify:album:4RowEH0oNbHDie8rP2FDnJ,303533,Mr. Smith,east coast hip hop,1995.0
110,NEEDTOBREATHE,spotify:track:2jlLoamn74ycRqocJMB8mY,spotify:artist:610EjgFatGvVPtib97jQ8G,Hurricane,spotify:album:3BB1Pe1PfijkrftFVmBEBs,247120,The Outsiders,"christian, christian folk, christian alternative rock, ccm, christian rock, worship",2009.0
6,The Vaccines,spotify:track:54J8iMBKqNdfHc9RELpJ2S,spotify:artist:0Ak6DLKHtpR6TEEnmcorKA,Wolf Pack,spotify:album:6eWtdQm0hSlTgpkbw4LaBG,143946,What Did You Expect From The Vaccines?,"indie, indie rock",2011.0
147,Gipsy Kings,spotify:track:0q7benG3okZJWy0hjYLz0Z,spotify:artist:3jc496ljiyrS3ECrD7QiqL,Trista Pena,spotify:album:3oXanIrGOXCeIcv0gb7Pnw,351013,Sorpresa de Navidad,flamenco,
58,Trey Songz,spotify:track:6c4L6JW7D77tis21mOpmVp,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,Chapter V,spotify:album:24IexOT10jPuK3MR6cS3ag,114186,Chapter V,r&b,2012.0
23,Lifehouse,spotify:track:7KIvbAYTbDV8FAzDNF6X0z,spotify:artist:5PokPZn11xzZXyXSfnvIM3,All In,spotify:album:3KqHxdWHiD1iQajYiwMC4t,236280,Smoke & Mirrors,post-grunge,2009.0
91,R. Kelly,spotify:track:7cFQFr1VpkSp3BTIn7X719,spotify:artist:2mxe0TnaNL039ysAj51xPQ,Feelin' On Yo Booty,spotify:album:6wQNHLyPfngt7Yk7g2cw2u,245866,TP-2.com,r&b,2000.0
196,Beach House,spotify:track:3OdbAe7xeBgGUsY3Hs2mDC,spotify:artist:56ZTgzPBDge0OvCGgMO3OY,Home Again,spotify:album:0pMZ6fItUBFcQYwRKE4dK4,248866,Devotion,dream pop,2008.0
44,Fleetwood Mac,spotify:track:7jArWcupwt9u6woJ9EdQlM,spotify:artist:08GQAI4eElDnROBrJRGE0X,Never Going Back Again - Live Version,spotify:album:14oeuE9HHmvB07pfQ3Fu7N,257973,Live,"classic rock, soft rock",1980.0
119,Tim Curry,spotify:track:57JFRjgvdflmc0ZbFtQVKE,spotify:artist:5upLeyz8OjRZcbFuXOF59B,Come With Me - Broadway/Original Cast/2005,spotify:album:5To3LrXgZuZEfDTiIjKqFf,101533,Monty Python's Spamalot,musicals,2005.0
4,Chris Botti,spotify:track:6dUjrlfm6awoWPBDRWvLOq,spotify:artist:3eFo5fMv53RYZBYlvT5Z6a,My One And Only Love,spotify:album:7AufJYxxSwzzTvLpTtGQl1,340800,To Love Again - Holiday Gift Pack,"smooth jazz, jazz",2002.0
95,Jhene Aiko,spotify:track:0ShtJHFyIDql6ZbbhJwf6Q,spotify:artist:5ZS223C6JyBfXasXxrRqOk,Trip,spotify:album:7CAAClnSiXdMibPT1oyl4k,216093,Trip,r&b,2017.0
114,Lee Brice,spotify:track:2m1NufnTwF98I3Xqz47qhp,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,Life Off My Years,spotify:album:0RnVSSUbSBEjk5MlQZhYYP,273146,Hard 2 Love,"country, acoustic country",2012.0
96,Travis Tritt,spotify:track:6wMrCa8tIUwjJW4uJxiIm5,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2,Down The Road I Go,spotify:album:2ewYJg5AuA9bXWrvOs1mtB,206026,Down The Road I Go,"country, traditional country",2000.0
84,The Chemical Brothers,spotify:track:65lXKIwtMPW2HCr4CvLPiZ,spotify:artist:1GhPHrq36VKCY3ucVaZCfo,Under The Influence,spotify:album:1QJP73UumgERuzp3yJSXw3,256040,Surrender,"big beat, alternative dance, electronic, breakbeat",1999.0
103,Thieves Like Us,spotify:track:0n2FbjYxVgGp2OEEgWasOm,spotify:artist:5miWG3FgilzOG7dy3aowZc,Fatima,spotify:album:41laECZHRgwOMptIATP8IP,197926,Bleed Bleed Bleed,"new rave, alternative dance",2012.0
29,Ratatat,spotify:track:4EBisBBehGON4ESJsNZBsP,spotify:artist:57dN52uHvrHOxijzpIgu3E,Wildcat,spotify:album:2n5wpk7KaHpp3mgUYqpF4f,260173,Classics,"indietronica, electronic rock",2006.0
57,Dillon Francis,spotify:track:0NVE55chpvHCfkteBzVFHk,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf,Get Low - W&W Remix,spotify:album:5knPyda4JYkXCVFjO7BPMa,213506,Get Low (Remixes),"moombahton, edm, electro house",2015.0
143,Nas,spotify:track:37q0qj88Is96u9CkGxNCub,spotify:artist:20qISvAhX20dpIbOOzGK3q,Find Ya Wealth,spotify:album:2iCCHHtCaJkMJllROVYDGo,220293,The Essential Nas,"east coast hip hop, hip hop",2013.0
130,Shane & Shane,spotify:track:7CwsF0hNzlcQPt85srM7mh,spotify:artist:2LFbgsbEhfilNpQYW7mied,Mercy Reigns,spotify:album:1Xnn6SxeSBJNJx0qz0CLJT,243600,Carry Away,"worship, christian, ccm",2003.0
36,Shonlock,spotify:track:4X4vkfccEKSsEHyDE1jnd5,spotify:artist:0Fs18mA7TFMvYVRNX4dNTt,Heartbreak,spotify:album:38ISkBLc4caoAMLm2dmuty,213453,A Night To Remember,"christian hip hop, cedm, christian pop, pop worship",2014.0
115,Small Black,spotify:track:6w6iIBXUwoNRA6BTEL4YQF,spotify:artist:1J6xqDysFw6YiQ0vMvIKds,Despicable Dogs,spotify:album:1KusR4da6WsjVySRUNRO3O,233866,Small Black EP,"chillwave, dream pop, indietronica",2009.0
1,The Presets,spotify:track:0TBVBbyN1fC9uZMoFlqs3B,spotify:artist:1zTAQ6zkGz2L2i6lfR30EX,If I Know You,spotify:album:25tc04xFy9V9BlrJANNitq,267075,Apocalypso,"alternative dance, electroclash",2008.0
14,Caetano Veloso,spotify:track:3TrT6XXER9V42cOh8p4agi,spotify:artist:7HGNYPmbDrMkylWqeFCOIQ,So In Love,spotify:album:4gLU5fUjpKtiZF22AZ3O2x,330600,A Foreign Sound,"mpb, bossa nova, samba",
20,Hird,spotify:track:5mTMLAC2P66lMfETlOIiYC,spotify:artist:33nGdwPVGbU7cFuIh9OnTu,Water Under My Bridges,spotify:album:6GNseXyli2wXaeg7LMJVat,368946,Moving On,"nu jazz, acid jazz, lounge, trip hop, downtempo",2004.0
5,Styx,spotify:track:3dXaOXeAjOpWsZW1UqjiLr,spotify:artist:4salDzkGmfycRqNUbyBphh,Winner Takes All,spotify:album:6uiuLpaNHkisUxQL03JYV4,186706,The Serpent Is Rising,"classic rock, album rock, progressive rock",1973.0
14,The Mamas & The Papas,spotify:track:46UcpIVz7lfh4FysD7sw7M,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,Twelve Thirty - Single Version,spotify:album:0SijqGUUCbaYy7jk9cCBSg,204733,The Papas & The Mamas,folk rock,1968.0
58,Kenny Chesney,spotify:track:4LRina22hiJLLo8Yu0Vvsi,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,Soul Of A Sailor,spotify:album:23cQUpQffv7GX2usW2uTWj,254226,Be As You Are,country,2005.0
40,Aretha Franklin,spotify:track:1TSjS0q24cPW2S4pYj2wEK,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,Nessun Dorma,spotify:album:3EeAD6RoOoCEBSj4ks8GqY,200600,Jewels In The Crown: All Star Duets With The Queen,"soul, motown, jazz blues",
11,PANTyRAiD,spotify:track:1L1cZ2SvXJTu3Q7B4EuuqI,spotify:artist:2mdjjabTCK9Xknzl9hakW7,That's the Spot,spotify:album:722CUGMZhqyYH0kjx5sWxB,261572,PillowTalk,"glitch, dubstep, chillstep",2013.0
180,Felly,spotify:track:4NHvhzUAWP8C6G27wTrSoX,spotify:artist:2848adRcxvgWNRcz1g1tQD,7th King (Dwayne Reprise),spotify:album:1GjQRKvcbj8XoPiKxoZ44l,191406,This Shit Comes in Waves,jazz rap,2015.0
27,The Breeders,spotify:track:3v2BXfqnAV6uk8WnehjfKu,spotify:artist:1xgFexIwrf2QjbU0buCNnp,Fortunately Gone,spotify:album:1KSkxHaYfTuyuUTtkpYHvQ,104933,Pod,alternative rock,1990.0
15,Rend Collective,spotify:track:3vVRNTNXd1wn3WOnuqBAU6,spotify:artist:11Y54BxlxC3UIAUkU2eadQ,We Wish You A Merry Christmas,spotify:album:1pNwYbeB1bqTBoEtrPJsSb,63626,Campfire Christmas,"worship, christian folk, christian, ccm, pop worship",2014.0
24,La Poderosa Banda San Juan,spotify:track:22kDbhhQqTmJeywmeIJ1Li,spotify:artist:3U1u6ytK0DaM89dqiVxB0u,Pasito Perrón,spotify:album:729r3JN3IUpOwzBI5a9UYp,210706,Perro De Rancho,"banda, norteño",2017.0
189,Ella Fitzgerald,spotify:track:5UCvrlMmEovhQtyctubt5l,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,"Sleep, My Little Jesus - 2006 Digitally Remastered",spotify:album:2m9FunH1uDB2vBkTClfRNy,137066,Ella Fitzgerald's Christmas,"vocal jazz, jazz, swing music, jazz blues, big band, christmas",1967.0
84,Lil Durk,spotify:track:1EL550DRMlY241cFuSYnAG,spotify:artist:3hcs9uc56yIGFCSy9leWe7,Uzi,spotify:album:1HVGubsw61xsQWx0xbMjCb,207918,Love Songs for the Streets,drill,2017.0
21,Kendrick Lamar,spotify:track:6AdLUPGOVpHT4LAiWYktH0,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,County Building Blues,spotify:album:6BJpSV1fWWxOl8K4bLufef,257706,County Building Blues,"hip hop, west coast hip hop",2015.0
23,Smokie Norful,spotify:track:1xSTs5VF8BtRQpzR2fkj9A,spotify:artist:0sD8Amms4kSxs5tBV4CUmR,God Is Able,spotify:album:3xvYm9ncK7ihqXVfAjsWEr,252066,Nothing Without You,"gospel, gospel r&b, worship",2004.0
133,My Bloody Valentine,spotify:track:3HfEgAaf0koxBpBB8NvGda,spotify:artist:3G3Gdm0ZRAOxLrbyjfhii5,When You Sleep,spotify:album:3GH4IiI6jQAIvnHVdb5FB6,251933,Loveless,"shoegaze, dream pop, slowcore, noise rock",1991.0
17,Iris DeMent,spotify:track:3eBHc8Fs8iQtnfAMt5jsOr,spotify:artist:3NPZs8XgXtaWslUcnIw6rY,Before the Colors Fade,spotify:album:6cjmg40IRI5GuZJuFWIcg8,304933,Sing the Delta,"americana, folk, alt country, singer-songwriter",
22,Fiona Apple,spotify:track:3oINIMhnkXaxqGyFAvSq9j,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL,Love Ridden,spotify:album:0RlZ1T1wsUdpszfJ5kWbX7,202160,When The Pawn...,"art pop, chamber pop",1999.0
36,Camille Saint-Saëns,spotify:track:3DkSwMNVQlbDqCcwOukxTl,spotify:artist:436sYg6CZhNefQJogaXeK0,"Piano concerto No. 2 in G Minor, Op. 22: Piano concerto No. 2 in G Minor, Op. 22: III. Presto",spotify:album:4GunE6Xrwkb93FgXOYoxkP,401093,"Grieg, Saint-Saëns: Piano Concertos",classical,2015.0
103,Metallica,spotify:track:1NKlEbeGCY1SuphLsrDbcM,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,"Devil's Dance - Live At Berkeley Community Theatre / April, 1999",spotify:album:7jxQLGhHA47f98EzgZgqYx,326000,S & M,"metal, thrash metal, rock, heavy metal, hard rock",1999.0
41,Paulina Rubio,spotify:track:0gdt218D74akk9AqMlbc45,spotify:artist:1d6dwipPrsFSJVmFTTdFSS,Causa Y Efecto,spotify:album:1ZJLekUOKFcN2QQXMvasTJ,205866,Gran City Pop,latin pop,2009.0
71,Mosaic MSC,spotify:track:7amtkn29tYXHs2wOF6aCaZ,spotify:artist:4hAridhpYF50cbO6o7jB3b,Glory & Wonder (Studio Version),spotify:album:3jUPCgNSi7C875PNjsbUTU,354880,Glory & Wonder,"worship, christian",2016.0
147,Nate Dogg,spotify:track:0eoa5Lz9zQ1GbibHVCdwv8,spotify:artist:1Oa0bMld0A3u5OTYfMzp5h,Another Short Story,spotify:album:1MCA50GzswxscAouRWnrES,255466,Music And Me,"g-funk, west coast hip hop, gangster rap",2001.0
98,Eric Clapton,spotify:track:3iEAFnTykR2oORebpDhFky,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,Diamonds Made From Rain,spotify:album:2kuvLiT8HjMGWzsOq4k1Uk,261133,Clapton,"blues, blues rock, classic rock",
11,Standing Egg,spotify:track:68FNhaq9Nn1dyVyW8dR70e,spotify:artist:6a3Mfrn2XBR1DfPg1QGa1d,Neo neun al go iss eul gga,spotify:album:3ErGcjIH9pVpyuxx4qWGCI,209080,Ambler,k-ballad,2013.0
27,Red Hot Chili Peppers,spotify:track:3woCbTsNHhU8lvhgvZ3rJ2,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,"Audio Commentary For ""Stadium Arcadium"" - Short Version",spotify:album:7xl50xr9NDkd3i2kBbzsNZ,1753773,Stadium Arcadium,"funk rock, alternative rock, rock",2006.0
24,Maná,spotify:track:0Pjsm4AaJGPOXHoB6xCgJB,spotify:artist:7okwEbXzyT2VffBmyQBWLz,Mariposa traicionera,spotify:album:6HrRHewMLfZLSkwJyZgr3V,264599,Revolucion de amor,"rock en español, latin rock, mexican rock, latin pop",2002.0
3,Feed Me,spotify:track:1cLeZoEkcScPieyUzWkvlT,spotify:artist:5FWi1mowu6uiU2ZHwr1rby,Short Skirt,spotify:album:0MxnDPoKo4ohNSdnuZpIxg,240330,Calamari Tuesday,"dubstep, electro house, dub",2013.0
111,Shane & Shane,spotify:track:3XBAXJ3c46dF2jMwidvIV3,spotify:artist:2LFbgsbEhfilNpQYW7mied,Give Us Clean Hands,spotify:album:7sR0mdV33yuZymVBo0y7aF,247409,"The Worship Initiative, Vol. 5","worship, christian, ccm",2014.0
81,Dolly Parton,spotify:track:578uV8S76vuVd8FNoGwAih,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,Yes I See God,spotify:album:4oEaTOUuaULpU9Wd1EStm9,135573,Golden Streets Of Glory,country,1971.0
46,Nada Surf,spotify:track:6p2FNa6JAdPC3ewhK5WV10,spotify:artist:11zHPjHnZN0ACA50rSnTcy,Concrete Bed,spotify:album:4DaKFJiMIWxy6uVQuHHcqx,149573,The Weight is a Gift,power pop,2005.0
113,J Dilla,spotify:track:0NJfYOPonLOTN64qXL9NX6,spotify:artist:0IVcLMMbm05VIjnzPkGCyp,First Time,spotify:album:1JKqsdbwfOK1233EOT67ZM,175973,Jay Love Japan,"alternative hip hop, jazz rap",2007.0
26,Justice,spotify:track:01MJA4yIQiGD2XYzp5063U,spotify:artist:1gR0gsQYfi6joyO1dlp76N,Stress - Live / AAA,spotify:album:7CjakTZxwIF8oixONe6Bpb,336360,Access All Arenas,"french house, new rave, electronic rock",2012.0
73,Ramon Ayala Y Sus Bravos Del Norte,spotify:track:6IEl7yZz216g7vk0iznODl,spotify:artist:5j9R5dTGerKvdXopZnfJh9,Contrabando Y Traicion,spotify:album:6mm6BzPqhz6hgTL8jEPwCT,212662,Corridos Famosos,"norteño, tejano, cumbia norteña, música mexicana, corrido, grupera, banda, bolero, ranchera",2015.0
63,Eminem,spotify:track:1IvT7j6I7SLojFxBTfNNG9,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Right For Me,spotify:album:6wdSf72duVewXTqhYU3Z87,297506,SHADYXV,"rap, hip hop",2014.0
186,Jon B.,spotify:track:7ajFJp52s3FBlMuzP8XK2V,spotify:artist:3SRJWVa6lZnqRHOyAHmDrX,Time After Time,spotify:album:0qjM1vdeBbiAdmeYNb2iBg,346533,Jon B - Greatest Hits...Are U Still Down?,"r&b, quiet storm, smooth r&b",2008.0
114,Ghostface Killah,spotify:track:1A2tXmDYwImHGkYrXbEqT9,spotify:artist:6FD0unjzGQhX3b6eMccMJe,Winter Warz,spotify:album:2jCjUgaDh9lVGju6u3cGvK,280626,Ironman,"east coast hip hop, hardcore hip hop, hip hop",1996.0
103,J.J. Cale,spotify:track:5UPHng7Mk8kd40cgE9GqjB,spotify:artist:06nsZ3qSOYZ2hPVIMcr1IN,Sporting Life Blues,spotify:album:0wTzQeN0D4KZW94H4KAm3U,211186,The Road To Escondido,"blues, blues rock, roots rock",2006.0
3,Bob Sinclar,spotify:track:7bMbfjmbTambvzgYmNEN7O,spotify:artist:5YFS41yoX0YuFY39fq21oN,Feel the Vibe - Kolombo Remix,spotify:album:6p97te1hFelAUsEsgBe76v,326829,Feel The Vibe,"french house, disco house",2015.0
129,Duelo,spotify:track:04CTkeKYarZAC3LEYpsTDK,spotify:artist:0nnp7oJpY2J6yZOqtdKaWq,El Amor No Acaba,spotify:album:4B0aVIj39h7uslnrn7pTDX,218920,El Amor No Acaba,"grupera, norteño, tejano, banda, cumbia norteña",2002.0
24,Trick Daddy,spotify:track:7scL0t6KGUY6Gof2s105TY,spotify:artist:12FHARd9fY0Tu0ila4Ua25,Play No Games,spotify:album:4uHDWJc09Axx36uN1VcUq7,223186,Thug Holiday,"southern hip hop, crunk",2002.0
18,The Black Crowes,spotify:track:0Lver8wPB8jxoh71PFRoRV,spotify:artist:5krkohEVJYw0qoB5VWwxaC,Kickin' My Heart Around,spotify:album:1ocstXNEZ2xOTgSmVvGSZd,220626,By Your Side,"southern rock, rock",1998.0
7,Camille Saint-Saëns,spotify:track:6pxofavz2qzs46YHDRVrOi,spotify:artist:436sYg6CZhNefQJogaXeK0,"Sonata No. 1 for Violin and Piano in D minor, Op. 75: Adagio",spotify:album:5FUPAG4ZjlOSJf0t3uITB7,325706,French Impressions,classical,
15,Antônio Carlos Jobim,spotify:track:0bNINPI0SJf21S8adRoDfn,spotify:artist:3pO5VjZ4wOHCMBXOvbMISG,Mojave,spotify:album:6QvzomkvvLBVo8Mmsy4bEh,146760,Wave,"bossa nova, brazilian jazz, mpb, latin jazz",1967.0
64,Waylon Jennings,spotify:track:3PNDaTnZP5pSvdWosugWxm,spotify:artist:7wCjDgV6nqBsHguQXPAaIM,She Called Me Baby,spotify:album:67BeiI9FJkD7zo0IKuCHMj,152293,Waylon Sings Ol' Harlan,"country, honky tonk, traditional country",1967.0
51,112,spotify:track:3S7KU1OgmzdGIkxDqeNg36,spotify:artist:7urq0VfqxEYEEiZUkebXT4,I Think,spotify:album:6QlbqTqKJt1UnuH3PLz9mb,255133,Part III,r&b,2001.0
148,Oasis,spotify:track:6Bb2wZjJZuMO2KJeZfxytc,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,All Around the World,spotify:album:5WsCU95SaumguegxnC87TV,560000,Be Here Now,"britpop, madchester",1997.0
16,Alkaline Trio,spotify:track:3GxGz9VwIfS9hZDR6t23KV,spotify:artist:1aEYCT7t18aM3VvM6y8oVR,Southern Rock,spotify:album:3hNoS9DpJ88j4v508I0WNy,184240,For Your Lungs Only - EP,"pop punk, punk, emo, emo pop, skate punk",1998.0
32,The Coasters,spotify:track:7bf3M2jhpLovghpP1nZKIt,spotify:artist:3QZKZBEmr54lAVI5XvmjnM,Little Red Riding Hood,spotify:album:6qbP7OiWfxQBMoN06GfJEh,166719,Yesterday's Doo Wop Songs Today,"doo-wop, rock and roll",
24,DJ Shadow,spotify:track:0GsQ4dS8a6vV3P3A7lc4nc,spotify:artist:5CE2IfdYZEQGIDsfiRm8SI,Scale It Back,spotify:album:2GeU8lwouOy2H6fWJHy2rK,256955,"The Less You Know, The Better","trip hop, downtempo",2011.0
91,Janet Jackson,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,Again,spotify:album:7qIuZgsMkRuh7rzi4qVcpg,227133,Janet,new jack swing,1993.0
56,Mavado,spotify:track:3MOj0hBykVVw2PgTOs2s6o,spotify:artist:0eezS9KmhdjGN436RdTIXu,They Fear Me,spotify:album:4yxWmF1L0h99hzfO5vr5X8,265773,Gangsta For Life: The Symphony Of David Brooks,"dancehall, ragga, soca, reggae, riddim",2007.0
60,Paul Simon,spotify:track:0LWJHR2hzyMPSA62SxlfHM,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,That's Where I Belong,spotify:album:3x2DQz1db5pS1IEkpD0zWv,192933,You're The One,singer-songwriter,2000.0
3,Youth Lagoon,spotify:track:023fkY2gvh1FpiFJAg8u8a,spotify:artist:1Z2KInfSmPOzAIYyiaXeti,Worms,spotify:album:3GBiW3iXON8YwxhLmQcqnN,275000,Worms,"dream pop, chillwave",2014.0
62,The Cure,spotify:track:0lvqn48qvEJHI2gRvziibg,spotify:artist:7bu3H8JO7d0UbMoVzbo70s,"Close To Me - Live At Zenith, Paris",spotify:album:2na3vPdnhVASki4NAyV6ja,238266,Paris,"new wave, post-punk, darkwave",
78,Sturgill Simpson,spotify:track:2mb4Nv09e82Ksy2SewUHlw,spotify:artist:3vDpQbGnzRbRVirXlfQagB,Long White Line,spotify:album:2vktd9Zxj84KOQNvUGw0ll,241000,Metamodern Sounds In Country Music,"alt country, bluegrass, americana, red dirt, country",2015.0
72,Daryl Hall & John Oates,spotify:track:4U370bA80j3Jqes8KCRy8s,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,Open All Night - Remastered,spotify:album:5nDQAU3K52JimAaShsZoSn,274306,H2O,soft rock,1982.0
7,Sleeping With Sirens,spotify:track:6u51lb1jfWMN3Q2ZYrMbcG,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,Gold,spotify:album:5gJN6hs310GViezelywxdu,212478,Madness,"emo, post-hardcore, screamo, emo pop",2015.0
